,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
216106,244 5TH AVENUE NO 2359,NEW YORK,,20800,451581105,20300,36061.0,244 5TH AVENUE NO NEW YORK NY 10001-7604,KLUP FOUNDATION,A40,0.0,20800.0,NY,244 5TH AVENUE NO,10001-7604,10001.0,A40
216206,C/O ST ANDREWS 150 EAST 55TH STREET,NEW YORK,,38318,30504005,38662,36061.0,C/O ST ANDREWS 150 EAST 55TH STREET NEW YORK NY 10022-0000,NATIONAL TARTAN DAY NEW YORK COMMITTEE INC,A23,0.0,44283.0,NY,C/O ST ANDREWS 150 EAST 55TH STREET,10022-0000,10022.0,A23
216334,252 SEVENTH AVENUE,NEW YORK,,8740,237133200,99007,36061.0,252 SEVENTH AVENUE NEW YORK NY 10001-7326,SOUNDSCAPE PRESENTS INC,A20,86134.0,94874.0,NY,252 SEVENTH AVENUE,10001-7326,10001.0,A20
216378,C/O L SKIPITARIS 32-15 38 ST,LONG ISLAND CITY,,0,134122939,6367,36081.0,C/O L SKIPITARIS 32-15 38 ST LONG ISLAND CITY NY 11103-0000,THEATRON INC,A65,0.0,0.0,NY,C/O L SKIPITARIS 32-15 38 ST,11103-0000,11103.0,A65
216423,PO BOX 650341,FRESH MEADOWS,,24000,113255108,130598,36081.0,,ON STAGE LTD,A65,90525.0,114552.0,NY,,11365-0000,11365.0,A65
216486,601 W 57TH ST APT 37D,NEW YORK,,4246,412038037,7411,36061.0,601 W 57TH ST NEW YORK NY 10019-1078,SEPTEMBER CONCERT FOUNDATION,A68,0.0,4248.0,NY,601 W 57TH ST,10019-1078,10019.0,A68
216750,2270 23RD ST,ASTORIA,,41413,200255118,65549,36081.0,2270 23RD ST ASTORIA NY 11105-3406,ASTORIA MUSIC SOCIETY INC,A68,23450.0,64863.0,NY,2270 23RD ST,11105-3406,11105.0,A68
217068,520 8TH AVE,NEW YORK,,74087,133486145,71227,36061.0,520 8TH AVE NEW YORK NY 10018-6507,NATIONAL ASIAN-AMERICAN THEATRE COMPANY,A65,0.0,74087.0,NY,520 8TH AVE,10018-6507,10018.0,A65
217155,24 WAVERLY PL RM 268,NEW YORK,,59108,133337666,59046,36061.0,24 WAVERLY PL NEW YORK NY 10003-6757,WASHINGTON SQUARE CONTEMPORARY MUSIC SOCIETY INC,A68,683.0,59792.0,NY,24 WAVERLY PL,10003-6757,10003.0,A68
217196,548 BROADWAY APT 5J,NEW YORK,,19475,134095135,14877,36061.0,548 BROADWAY NEW YORK NY 10012-3911,FIELD BAND FOUNDATION INC,A6C,0.0,19475.0,NY,548 BROADWAY,10012-3911,10012.0,A6C
217217,2350 27TH ST,ASTORIA,,196230,113220961,196230,36081.0,2350 27TH ST ASTORIA NY 11105-3110,AKTINA PRODUCTIONS INC,A23,0.0,196230.0,NY,2350 27TH ST,11105-3110,11105.0,A23
217598,PO BOX 137,NEW YORK,,0,133036527,0,36061.0,,BRIDGE STAGE OF THE ARTS INC,A65,0.0,0.0,NY,,10024-0137,10024.0,A65
217690,875 FIFTH AVE ROOM SUITE 8D,NEW YORK,,6228,50578180,37376,36061.0,875 FIFTH AVE ROOM NEW YORK NY 10065-4952,PARK AVENUE CHAMBER SYMPHONY INC,A69,31534.0,37762.0,NY,875 FIFTH AVE ROOM,10065-4952,10065.0,A69
217730,PO BOX 3932,NEW YORK,,51184,263457322,61719,36061.0,,ST GEORGES CHORAL SOCIETY SINCE 1817,A6B,23928.0,78957.0,NY,,10163-3932,10163.0,A6B
217819,632 11TH ST APT 5,BROOKLYN,,21448,261577094,30309,36047.0,632 11TH ST BROOKLYN NY 11215-0000,FULL CIRCLE PRODUCTIONS INC,A62,6220.0,30283.0,NY,632 11TH ST,11215-0000,11215.0,A62
217912,1047 AMSTERDAM AVE STUDIO 4,NEW YORK,,18500,133163211,83662,36061.0,1047 AMSTERDAM AVE STUDIO NEW YORK NY 10025-1747,I GIULLARI DI PIAZZA INC,A24,62464.0,81735.0,NY,1047 AMSTERDAM AVE STUDIO,10025-1747,10025.0,A24
218128,385 5TH AVE RM 509,NEW YORK,,0,133110260,29863,36061.0,385 5TH AVE NEW YORK NY 10016-0000,ART DECO SOCIETY OF NEW YORK INC,A03,16624.0,16765.0,NY,385 5TH AVE,10016-0000,10016.0,A03
218213,115 MONTAGUE ST APT 8C,BROOKLYN,,15785,112532555,72999,36047.0,115 MONTAGUE ST BROOKLYN NY 11201-3439,PROVIDENCE PRODUCTIONS INTERNATIONAL INCORPORATED,A60,45332.0,61121.0,NY,115 MONTAGUE ST,11201-3439,11201.0,A60
218327,2562 46TH ST,ASTORIA,,30956,271711517,78418,36081.0,2562 46TH ST ASTORIA NY 11103-1107,ADVANCED BEGINNER GROUP INC,A65,48434.0,79391.0,NY,2562 46TH ST,11103-1107,11103.0,A65
218340,425 W 144TH ST,NEW YORK,,39480,134187863,40783,36061.0,425 W 144TH ST NEW YORK NY 10031-5209,HARLEM OPERA THEATER INC,A6A,0.0,39482.0,NY,425 W 144TH ST,10031-5209,10031.0,A6A
218375,PO BOX 141002,STATEN ISLAND,,41614,132921818,55949,36085.0,,RICHMOND CHORAL SOCIETY,A6B,18185.0,60312.0,NY,,10314-1002,10314.0,A6B
218433,549 W 52ND ST,NEW YORK,,21459,237158715,57622,36061.0,549 W 52ND ST NEW YORK NY 10019-5012,MEDICINE SHOW THEATRE ENSEMBLE INC,A65,36054.0,57513.0,NY,549 W 52ND ST,10019-5012,10019.0,A65
218722,357 W 36TH ST FL 3,NEW YORK,,4998,204610606,146657,36061.0,357 W 36TH ST NEW YORK NY 10018-0000,THEATER LAB INC,A65,144188.0,149186.0,NY,357 W 36TH ST,10018-0000,10018.0,A65
218965,44 PROSPECT PARK W APT C6,BROOKLYN,,44175,263475546,58099,36047.0,44 PROSPECT PARK W BROOKLYN NY 11215-2340,KYO-SHIN-AN ARTS INC,A68,9500.0,53675.0,NY,44 PROSPECT PARK W,11215-2340,11215.0,A68
219024,107 SUFFOLK ST APT 311,NEW YORK,,13553,133678199,13430,36061.0,107 SUFFOLK ST NEW YORK NY 10002-3387,THE FANTASTIC EXPERIMENTAL LATINO THEATER INC,A65,0.0,13553.0,NY,107 SUFFOLK ST,10002-3387,10002.0,A65
219406,138 S OXFORD ST STE 1A,BROOKLYN,,68910,132863585,101835,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,ENCOMPASS THEATRE COMPANY INC,A65,1687.0,105858.0,NY,138 S OXFORD ST,11217-1694,11217.0,A65
219962,PO BOX 138,BRONX,,14460,133136555,23997,36005.0,,CENTER STAGE COMMUNITY PLAYHOUSE,A65,7425.0,21970.0,NY,,10461-0138,10461.0,A65
220702,34 S PORTLAND AVE APT 5,BROOKLYN,,38440,742972176,73160,36047.0,34 S PORTLAND AVE BROOKLYN NY 11217-1359,WET INK MUSIC PRODUCTIONS INC,A68,42129.0,80574.0,NY,34 S PORTLAND AVE,11217-1359,11217.0,A68
220725,350 5TH AVE STE 5610,NEW YORK,,0,133988194,4438,36061.0,350 5TH AVE NEW YORK NY 10118-5500,JOHN BUTLER FOUNDATION INC,A62,4075.0,4088.0,NY,350 5TH AVE,10118-5500,10118.0,A62
220801,729 SEVENTH AVENUE NO 5TH FL,NEW YORK,,300,133740065,90344,36061.0,729 SEVENTH AVENUE NO NEW YORK NY 10019-6831,THE BROADWAY LEAGUE FOUNDATION INC,A65,0.0,344.0,NY,729 SEVENTH AVENUE NO,10019-6831,10019.0,A65
220862,51 MACDOUGAL ST,NEW YORK,,44960,61570027,67218,36061.0,51 MACDOUGAL ST NEW YORK NY 10012-2921,WAX FACTORY INC,A60,500.0,45460.0,NY,51 MACDOUGAL ST,10012-2921,10012.0,A60
221207,22 HOWARD ST STE 3B,NEW YORK,,43518,133698610,45846,36061.0,22 HOWARD ST NEW YORK NY 10013-3137,YANGTZE REPERTORY THEATRE OF AMERICA INC,A65,9684.0,53285.0,NY,22 HOWARD ST,10013-3137,10013.0,A65
221226,488 MADISON AVE FL 14,NEW YORK,,0,133206807,216,36061.0,488 MADISON AVE NEW YORK NY 10022-5702,THE RIVERSIDE OPERA ENSEMBLE INC,A6A,0.0,0.0,NY,488 MADISON AVE,10022-5702,10022.0,A6A
221346,173 RIVERSIDE DR,NEW YORK,,5000,237443051,14904,36061.0,173 RIVERSIDE DR NEW YORK NY 10024-1615,AEOLIAN CHAMBER PLAYERS INC,A6C,4650.0,12868.0,NY,173 RIVERSIDE DR,10024-1615,10024.0,A6C
221352,850 HOWARD AVE APT 1J,STATEN ISLAND,,93419,201458258,83796,36085.0,850 HOWARD AVE STATEN ISLAND NY 10301-4445,MUSICAL CHAIRS CHAMBER ENSEMBLE INC,A6C,0.0,96823.0,NY,850 HOWARD AVE,10301-4445,10301.0,A6C
221381,1251 TABOR CT,BROOKLYN,,46908,112734261,108638,36047.0,1251 TABOR CT BROOKLYN NY 11219-5345,THE REGINA OPERA COMPANY INC,A6A,61852.0,108815.0,NY,1251 TABOR CT,11219-5345,11219.0,A6A
221396,400 E 57TH ST APT 14B,NEW YORK,,61450,132928476,55037,36061.0,400 E 57TH ST NEW YORK NY 10022-3030,EMMATROUPE THEATRE LABORATORY,A65,0.0,61450.0,NY,400 E 57TH ST,10022-3030,10022.0,A65
221485,PO BOX 749,NEW YORK,,33894,113662328,40770,36061.0,,BLESSED UNREST THEATRE INC,A65,7384.0,43908.0,NY,,10163-0749,10163.0,A65
221509,100 GRAND ST APT 2,NEW YORK,,11295,133568135,61222,36061.0,100 GRAND ST NEW YORK NY 10013-2659,HUNDRED GRAND DANCE FOUNDATION INC,A62,48818.0,60113.0,NY,100 GRAND ST,10013-2659,10013.0,A62
221620,400 W 43RD ST APT 19D,NEW YORK,,14000,133818345,150985,36061.0,400 W 43RD ST NEW YORK NY 10036-6311,AMERICAN OPERA MUSICAL THEATER CO INC,A6A,185540.0,199540.0,NY,400 W 43RD ST,10036-6311,10036.0,A6A
221646,530 WEST 25TH STREET,NEW YORK,,0,133602581,86057,36061.0,530 WEST 25TH STREET NEW YORK NY 10001-5516,BOWERY ARTISTS INC,A51,91784.0,91784.0,NY,530 WEST 25TH STREET,10001-5516,10001.0,A51
221653,820 W END AVE APT 13B,NEW YORK,,180650,133095824,143877,36061.0,820 W END AVE NEW YORK NY 10025-5371,HARMONIE ENSEMBLE INC,A6C,1480.0,182130.0,NY,820 W END AVE,10025-5371,10025.0,A6C
221691,70A GREENWICH AVE BOX 256,NEW YORK,,35615,132933767,35419,36061.0,70A GREENWICH AVE BOX NEW YORK NY 10011-8300,GOLDEN FLEECE THEATRE COMPANY LTD,A65,1683.0,37323.0,NY,70A GREENWICH AVE BOX,10011-8300,10011.0,A65
221945,142 W END AVE APT 18U,NEW YORK,,200,133090412,180,36061.0,142 W END AVE NEW YORK NY 10023-6103,TRIMTAB PRODUCTIONS INC,A60,0.0,200.0,NY,142 W END AVE,10023-6103,10023.0,A60
222040,PO BOX 30156,NEW YORK,,47879,943486955,64680,36061.0,,PIPELINE THEATRE COMPANY INC,A65,15526.0,63405.0,NY,,10011-0102,10011.0,A65
222054,1 SHERIDAN SQ APT 7E,NEW YORK,,0,237440685,5392,36061.0,1 SHERIDAN SQ NEW YORK NY 10014-6826,TOKUNAGA DANCE KO INC,A62,726.0,726.0,NY,1 SHERIDAN SQ,10014-6826,10014.0,A62
222351,141 S 5TH ST APT 1SE,BROOKLYN,,1000,274840366,12500,36047.0,141 S 5TH ST BROOKLYN NY 11211-5597,CINDERS PROJECTS INC,A40,0.0,3589.0,NY,141 S 5TH ST,11211-5597,11211.0,A40
222452,512 EAST 80TH STREET,NEW YORK,,37376,133260150,77633,36061.0,512 EAST 80TH STREET NEW YORK NY 10075-0755,NEW MEDIA REPERTORY COMPANY INC,A65,41268.0,78644.0,NY,512 EAST 80TH STREET,10075-0755,10075.0,A65
222587,151 FIRST AVE STE 26,NEW YORK,,78190,900157657,135210,36061.0,151 FIRST AVE NEW YORK NY 10003-2965,ART FOR PROGRESS INC,A20,53234.0,133328.0,NY,151 FIRST AVE,10003-2965,10003.0,A20
222677,10 PARK TER E APT 4C,NEW YORK,,29335,352348570,47912,36061.0,10 PARK TER E NEW YORK NY 10034-1524,UNDERWORLD PRODUCTIONS OPERA ENSEMBLE INC,A6A,19804.0,49141.0,NY,10 PARK TER E,10034-1524,10034.0,A6A
222688,265 CABRINI BLVD APT 3A,NEW YORK,,3084,562399210,40728,36061.0,265 CABRINI BLVD NEW YORK NY 10040-3611,FIREWORKS,A69,32104.0,35534.0,NY,265 CABRINI BLVD,10040-3611,10040.0,A69
222909,233 E 86TH ST APT 2A,NEW YORK,,14849,133788116,84363,36061.0,233 E 86TH ST NEW YORK NY 10028-3026,DO GOODER PRODUCTIONS INC,A65,40.0,99999.0,NY,233 E 86TH ST,10028-3026,10028.0,A65
222910,PO BOX 771,NEW YORK,,27898,113640336,6967,36061.0,,RESONANCE ENSEMBLE CORPORATION,A6C,0.0,29526.0,NY,,10108-0771,10108.0,A6C
222948,463 BROOME ST,NEW YORK,,96550,204937547,66940,36061.0,463 BROOME ST NEW YORK NY 10013-2654,ARDEA ARTS INC,A6A,2315.0,100091.0,NY,463 BROOME ST,10013-2654,10013.0,A6A
223735,230 JAY ST APT 2-C,BROOKLYN,,1908,133402566,40901,36047.0,230 JAY ST BROOKLYN NY 11201-1932,TIMES SQUARE DANCE CLUB INC,A62,46315.0,48120.0,NY,230 JAY ST,11201-1932,11201.0,A62
224086,PO BOX 1626,NEW YORK,,50139,113279675,84669,36061.0,,COLLAPSABLE GIRAFFE INC,A65,33159.0,83298.0,NY,,10013-0879,10013.0,A65
224434,PO BOX 1556,NEW YORK,,147258,20682988,193675,36061.0,,IMMEDIATE LIFE INC,A68,41182.0,188440.0,NY,,10013-0869,10013.0,A68
224443,225 W 34TH ST STE 1607,NEW YORK,,25611,133583223,43112,36061.0,225 W 34TH ST NEW YORK NY 10122-1693,ISRAELI DANCE INSTITUTE INC,A62,18659.0,45334.0,NY,225 W 34TH ST,10122-1693,10122.0,A62
224641,112 CHARLTON ST APT 1N,NEW YORK,,0,237092561,43282,36061.0,112 CHARLTON ST NEW YORK NY 10014-3654,ZENA ROMMETT DANCE ASSOCIATION LTD,A62,41895.0,49329.0,NY,112 CHARLTON ST,10014-3654,10014.0,A62
224695,PO BOX 1376,NEW YORK,,37883,133235274,65530,36061.0,,I CANTORI DI NEW YORK INC,A6B,29835.0,72905.0,NY,,10185-1376,10185.0,A6B
225429,85 S 6TH ST,BROOKLYN,,49280,203479432,143573,36047.0,85 S 6TH ST BROOKLYN NY 11249-6026,ACCINOSCO INC,A50,72649.0,121929.0,NY,85 S 6TH ST,11249-6026,11249.0,A50
225431,526 W 26TH ST RM 1012,NEW YORK,,95500,134120097,195524,36061.0,526 W 26TH ST NEW YORK NY 10001-5541,CHILDRENS THEATRE COMPANY,A65,78090.0,190524.0,NY,526 W 26TH ST,10001-5541,10001.0,A65
226047,23-35- BROADWAY,ASTORIA,,430,270940116,64311,36081.0,23-35- BROADWAY ASTORIA NY 11106-4096,ART HOUSE ASTORIA CONSERVATORY FOR MUSIC AND ART INCORPORATED,A6E,70768.0,74626.0,NY,23-35- BROADWAY,11106-4096,11106.0,A6E
226074,345 RIVERSIDE DR APT 5A,NEW YORK,,28886,133537704,46419,36061.0,345 RIVERSIDE DR NEW YORK NY 10025-3455,LIFE THROUGH DANCE INC,A6E,30607.0,59495.0,NY,345 RIVERSIDE DR,10025-3455,10025.0,A6E
226099,711 AMSTERDAM AVE APT 4E,NEW YORK,,0,237456182,70229,36061.0,711 AMSTERDAM AVE NEW YORK NY 10025-6911,ALPHA OMEGA 1-7 THEATRICAL DANCE,A62,70561.0,70561.0,NY,711 AMSTERDAM AVE,10025-6911,10025.0,A62
226308,75 E END AVE APT 9L,NEW YORK,,106060,133369910,102172,36061.0,75 E END AVE NEW YORK NY 10028-7915,LION WISE INC,A6B,5295.0,117406.0,NY,75 E END AVE,10028-7915,10028.0,A6B
227267,333 W END AVE APT 16C,NEW YORK,,5475,510138893,4224,36061.0,333 W END AVE NEW YORK NY 10023-8133,PERFORMERS COMMITTEE INC,A68,2750.0,8225.0,NY,333 W END AVE,10023-8133,10023.0,A68
227324,450 PARK AVE FL 3,NEW YORK,,10000,200990561,55702,36061.0,450 PARK AVE NEW YORK NY 10022-2758,FALCONHEAD CHARITABLE FOUNDATION INC,A12,0.0,10017.0,NY,450 PARK AVE,10022-2758,10022.0,A12
227523,92-12 103RD AVENUE,OZONE PARK,,19823,272848254,0,36081.0,92-12 103RD AVENUE OZONE PARK NY 11417-3113,INDO-CARIBBEAN ALLIANCE,A23,0.0,19823.0,NY,92-12 103RD AVENUE,11417-3113,11417.0,A23
227673,111 4TH AVE,NEW YORK,,12073,112873292,58500,36061.0,111 4TH AVE NEW YORK NY 10003-5244,GRAMERCY BRASS OF NEW YORK INC,A68,49305.0,61386.0,NY,111 4TH AVE,10003-5244,10003.0,A68
227694,14 BRENTWOOD AVE,STATEN ISLAND,,59025,202732542,46396,36085.0,14 BRENTWOOD AVE STATEN ISLAND NY 10301-2004,STATEN ISLAND ORCESTRA,A69,5046.0,63243.0,NY,14 BRENTWOOD AVE,10301-2004,10301.0,A69
227715,3721 79TH ST APT 42,JACKSON HTS,,5000,421558243,5199,36081.0,3721 79TH ST JACKSON HTS NY 11372-6755,BADENYA INC,A23,0.0,5000.0,NY,3721 79TH ST,11372-6755,11372.0,A23
227825,19 CUMMING ST APT 4M,NEW YORK,,16660,133916149,29534,36061.0,19 CUMMING ST NEW YORK NY 10034-0000,FROG & PEACH THEATRE COMPANY INC,A65,13074.0,30534.0,NY,19 CUMMING ST,10034-0000,10034.0,A65
227961,19 FROST ST,BROOKLYN,,6956,452526883,5413,36047.0,19 FROST ST BROOKLYN NY 11211-1202,FROST THEATRE OF THE ARTS INC,A65,0.0,6956.0,NY,19 FROST ST,11211-1202,11211.0,A65
228064,PO BOX 737396,ELMHURST,,0,660490854,0,36081.0,,OPERATIC & CONCERT ARTISTS INC,A60,0.0,0.0,NY,,11373-7396,11373.0,A60
228342,PO BOX 1943,NEW YORK,,12029,205086861,48642,36061.0,,LIGHT OPERA OF NEW YORK INC,A6A,0.0,33645.0,NY,,10101-1943,10101.0,A6A
228626,666 GREENWICH ST APT 422,NEW YORK,,146,208032535,2779,36061.0,666 GREENWICH ST NEW YORK NY 10014-6332,COYOTE REP THEATRE COMPANY,A65,0.0,146.0,NY,666 GREENWICH ST,10014-6332,10014.0,A65
228673,6 E 87TH ST,NEW YORK,,49000,136133333,49316,36061.0,6 E 87TH ST NEW YORK NY 10128-0505,GERMANISTIC SOCIETY OF AMERICA INC,A23,0.0,50325.0,NY,6 E 87TH ST,10128-0505,10128.0,A23
229084,9128 VANDERVEER ST,QUEENS VLG,,0,510190991,2225,36081.0,9128 VANDERVEER ST QUEENS VLG NY 11428-1242,DRAMATIS PERSONAE INC,A65,0.0,0.0,NY,9128 VANDERVEER ST,11428-1242,11428.0,A65
229102,20-12 20TH ST,ASTORIA,,0,113344610,570,36081.0,20-12 20TH ST ASTORIA NY 11105-3528,GREEK AMERICAN BROADCASTING INFO & CULTURAL ACTIVITIES CORPORATION,A23,0.0,0.0,NY,20-12 20TH ST,11105-3528,11105.0,A23
229148,2354 23RD ST,ASTORIA,,1742,113582492,0,36081.0,2354 23RD ST ASTORIA NY 11105-3410,WRECKIO ENSEMBLE THEATER CO,A65,0.0,1742.0,NY,2354 23RD ST,11105-3410,11105.0,A65
229210,PO BOX 640152,OAKLAND GDNS,,2095,237396609,47638,36081.0,,AMERICAN SMALL CRAFT ASSOCIATION INC,A40,53025.0,56332.0,NY,,11364-0152,11364.0,A40
229223,PO BOX 89,NEW YORK,,4914,203733647,7123,36061.0,,GEHRING DANCETHEATRE INC,A62,3900.0,9529.0,NY,,10011-0000,10011.0,A62
229768,PO BOX 237166,NEW YORK,,33912,113150876,45072,36061.0,,ZEUSS THIGH LTD,A65,7090.0,45879.0,NY,,10023-0031,10023.0,A65
229835,736 W END AVE APT 12D,NEW YORK,,0,133667917,0,36061.0,736 W END AVE NEW YORK NY 10025-6277,BLUE HOUR PRODUCTIONS INC,A60,0.0,0.0,NY,736 W END AVE,10025-6277,10025.0,A60
229893,296 STARR STREET2-2,BROOKLYN,,88389,264546315,147320,36047.0,296 STARR BROOKLYN NY 11237-0000,BUSHWICK STARR,A61,32590.0,152018.0,NY,296 STARR,11237-0000,11237.0,A61
230101,367 W 19TH ST,NEW YORK,,28500,161644960,17020,36061.0,367 W 19TH ST NEW YORK NY 10011-3901,RE FOUNDATION INC,A40,0.0,28536.0,NY,367 W 19TH ST,10011-3901,10011.0,A40
230496,133 2ND AVE,NEW YORK,,9233,264041081,17586,36061.0,133 2ND AVE NEW YORK NY 10003-8300,ART STORY FOUNDATION,A12,3623.0,12856.0,NY,133 2ND AVE,10003-8300,10003.0,A12
231020,312 WEST 36TH STREET 4TH FLOOR,NEW YORK,,60102,133763953,108333,36061.0,312 WEST 36TH STREET NEW YORK NY 10018-6436,THE 42ND STREET WORKSHOP INC,A65,0.0,117600.0,NY,312 WEST 36TH STREET,10018-6436,10018.0,A65
231214,PO BOX 20503,NEW YORK,,8875,133784499,10552,36061.0,,BREAK A LEG PRODUCTIONS INC,A60,0.0,8875.0,NY,,10017-0005,10017.0,A60
231319,94 W 225TH ST STE 205,BRONX,,24550,412201363,24180,36005.0,94 W 225TH ST BRONX NY 10463-7022,LATINO YOUTH IN COMMUNICATION ARTS INC,A23,0.0,24550.0,NY,94 W 225TH ST,10463-7022,10463.0,A23
231614,2 RIVER TER APT 3K,NEW YORK,,21170,205198657,18950,36061.0,2 RIVER TER NEW YORK NY 10282-1258,STATEMENT ARTS INC,A26,0.0,21170.0,NY,2 RIVER TER,10282-1258,10282.0,A26
231789,PO BOX 310283,BROOKLYN,,56463,200732447,46069,36047.0,,FALCONWORKS ARTISTS GROUP,A60,730.0,67258.0,NY,,11231-0283,11231.0,A60
231850,640 W 139TH ST APT 60,NEW YOR,,51581,133903490,74893,36061.0,640 W 139TH ST NEW YOR NY 10031-7335,TRIBECA NEW MUSIC INC,A68,7677.0,59258.0,NY,640 W 139TH ST,10031-7335,10031.0,A68
231885,310 GREENWICH ST APT 13K,NEW YORK,,39597,132997956,34923,36061.0,310 GREENWICH ST NEW YORK NY 10013-2740,CHANGING TIMES TAP DANCING CO,A62,148.0,39745.0,NY,310 GREENWICH ST,10013-2740,10013.0,A62
232007,449 E 14TH ST APT 11D,NEW YORK,,13035,300596963,14870,36061.0,449 E 14TH ST NEW YORK NY 10009-2736,MUSIC CROSSING BORDERS INC,A68,16386.0,20656.0,NY,449 E 14TH ST,10009-2736,10009.0,A68
232058,24 EAST 82ND STREET,NEW YORK,,89426,134181215,91285,36061.0,24 EAST 82ND STREET NEW YORK NY 10028-0344,ENSEMBLE FOR THE ROMANTIC CENTURY INC,A6C,7142.0,96568.0,NY,24 EAST 82ND STREET,10028-0344,10028.0,A6C
232144,200 W 85TH ST APT 6D,NEW YORK,,24811,113616258,23354,36061.0,200 W 85TH ST NEW YORK NY 10024-3961,MONK PARROTS INC,A65,4023.0,31477.0,NY,200 W 85TH ST,10024-3961,10024.0,A65
232221,154 CHRISTOPHER STREET,NEW YORK,,39627,133908692,187421,36061.0,154 CHRISTOPHER STREET NEW YORK NY 10014-2840,SOHO THINK TANK INC,A65,127583.0,167218.0,NY,154 CHRISTOPHER STREET,10014-2840,10014.0,A65
232522,77 7TH AVE APT 19G,NEW YORK,,300,110339104,198,36061.0,77 7TH AVE NEW YORK NY 10011-6639,EPODE INC,A62,0.0,-96.0,NY,77 7TH AVE,10011-6639,10011.0,A62
232669,1001 SURF AVE # 1003,BROOKLYN,,17097,870790139,87601,36047.0,1001 SURF AVE # BROOKLYN NY 11224-1307,ARTS HOUSE SCHOOLS INC,A25,72548.0,89645.0,NY,1001 SURF AVE #,11224-1307,11224.0,A25
233057,975 WALTON AVE APT 1CN,BRONX,,0,260074745,800,36005.0,975 WALTON AVE BRONX NY 10452-9574,THE BELIZE ORGANIZATION OF NEW YORK INC,A23,600.0,5347.0,NY,975 WALTON AVE,10452-9574,10452.0,A23
233249,715 E 5TH ST APT 4A,NEW YORK,,2000,841620864,2000,36061.0,715 E 5TH ST NEW YORK NY 10009-6937,SOLUCIONES VISUALES,A23,0.0,2000.0,NY,715 E 5TH ST,10009-6937,10009.0,A23
233273,85 E 4TH ST,NEW YORK CITY,,22603,270857099,51968,36061.0,85 E 4TH ST NEW YORK CITY NY 10003-8904,FRIGID NEW YORK INC,A65,28628.0,51231.0,NY,85 E 4TH ST,10003-8904,10003.0,A65
233279,21 S PORTLAND AVE APT 4F,BROOKLYN,,4325,208904110,3934,36047.0,21 S PORTLAND AVE BROOKLYN NY 11217-1379,BLUEMOUTH INC,A65,0.0,4325.0,NY,21 S PORTLAND AVE,11217-1379,11217.0,A65
233307,PO BOX 1054,NEW YORK,,14402,133355266,31634,36061.0,,BLACK ROCK COALITION INC,A68,21331.0,37128.0,NY,,10276-1054,10276.0,A68
233515,528 HANCOCK ST STE 3 FL,BROOKLYN,,19307,10632725,109074,36047.0,528 HANCOCK ST STE BROOKLYN NY 11233-1019,GAMETOPHYTE INC,A60,78850.0,98684.0,NY,528 HANCOCK ST STE,11233-1019,11233.0,A60
233620,1224 ST NICHOLAS AVE 1C,NEW YORK,,3650,470924684,11650,36061.0,1224 ST NICHOLAS AVE NEW YORK NY 10032-0000,ATHENA THEATRE,A65,8000.0,11650.0,NY,1224 ST NICHOLAS AVE,10032-0000,10032.0,A65
233694,PO BOX 30408,BROOKLYN,,10100,161600480,4475,36047.0,,QUAKE U S A,A23,0.0,10100.0,NY,,11203-0408,11203.0,A23
234751,132 E 43RD ST STE 118,NEW YORK,,149369,223846040,158579,36061.0,132 E 43RD ST NEW YORK NY 10017-4019,KDNY INCORPORATED,A62,7022.0,133624.0,NY,132 E 43RD ST,10017-4019,10017.0,A62
235457,261 DRIGGS AVE,BROOKLYN,,17971,112483897,27147,36047.0,261 DRIGGS AVE BROOKLYN NY 11222-3901,POLISH AMERICAN FOLK DANCE COMPANY INC,A24,6451.0,25310.0,NY,261 DRIGGS AVE,11222-3901,11222.0,A24
235498,736 W END AVE APT 9B,NEW YORK,,1400,510175961,24890,36061.0,736 W END AVE NEW YORK NY 10025-6277,NEW YORK KAMMERMUSIKER INC,A68,18795.0,20195.0,NY,736 W END AVE,10025-6277,10025.0,A68
235578,255 W 98TH ST APT 5C,NEW YORK,,101,133333958,7921,36061.0,255 W 98TH ST NEW YORK NY 10025-5545,GOOD PENNYWORTHS INC,A60,6790.0,6915.0,NY,255 W 98TH ST,10025-5545,10025.0,A60
236240,PO BOX 33,NEW YORK,,48978,133571240,35603,36061.0,,L OPERA FRANCAIS OF NEW YORK INC,A6A,0.0,48978.0,NY,,10185-0033,10185.0,A6A
236608,25 COLUMBIA PL,BROOKLYN,,122998,161010695,182971,36047.0,25 COLUMBIA PL BROOKLYN NY 11201-4503,S E M ENSEMBLE INC,A6C,72111.0,196767.0,NY,25 COLUMBIA PL,11201-4503,11201.0,A6C
236635,434 LAFAYETTE ST STE D-2,NEW YORK,,0,134006260,474,36061.0,434 LAFAYETTE ST NEW YORK NY 10003-6949,TWILIGHT THEATRE COMPANY INC,A65,0.0,0.0,NY,434 LAFAYETTE ST,10003-6949,10003.0,A65
